"","G3R3","G1R2","G1R3","G1R4","G3R1","G3R2","G1R1","G3R4"
"FBgn0036094",35,38,20,43,29,17,41,20
"FBgn0036096",919.04,1149.369,850.052,939.65,1036.843,1067.609,886.234,955.337
"FBgn0036099",878.818,900.889,741.716,791.011,870.703,960.573,742.583,854.197
"FBgn0036101",795.7101,931.8134,806.0293,852.078,1306.8228,1359.9954,793.9618,1613.3952
"FBgn0036102",12,750.2046,341.7813,4.02183,12,12,316.0232,396.149
"FBgn0036104",1016.67,1217.29,869.972,1007.4,1118.8,1015.88,883.465,932.961
"FBgn0036105",183.4571,202.0004,157.9954,162.7737,194.0005,226.0054,140,228.5107
"FBgn0036106",17024.2393,1759.8342,2139.5793,836.0004,4508.3046,6204.9239,2345.5976,7792.051
"FBgn0036107",329,356.018,297.448,301.711,366,343.034,309.417,444.091
"FBgn0036108",25.4867,8.27257,8.45213,7.44503,10.9301,7.37563,2.17107,3.64426
"FBgn0036109",45.5133,22.7274,10.5479,13.555,12.0699,12.6244,10.8289,25.3557
"FBgn0036110",30.1544,53.2262,33.3321,41.3081,38.4496,37.0839,37.0872,44.332
"FBgn0036111",8064.565,8842.3,7696.324,7848.216,8762.339,8871.361,8009.969,7398.266
"FBgn0036112",1080.21,4,6,11,1063.82,663.63,3,14
"FBgn0036116",659.8560652,900.1329,606.484,1383.2062,1353.1269,1763.3651,691.7073,1006.569675
"FBgn0036117",269.655,383.989,282.963,469.629,315.292,231.757,220.339,345.046
"FBgn0036118",180.897,215.129,168.192,162.856,185.757,217.344,144.882,195.217
"FBgn0036121",291.007,828.596,515.361,547.146,704.785,879.907,516.65,582.588
"FBgn0036124",732.242,1032.33,770.132,683.443,892.215,772.43,709.918,675.212
"FBgn0036125",4620.78,6221.51,3694.306,6802.32,5516.02,1982.865,2376.355,4914.88
"FBgn0036126",414.588,478.556,401.711,440.431,374.033,506.857,345.679,391.953
"FBgn0036128",12,16,14,5,11.0132,11.0561,13,4
"FBgn0036131",1,4,2,2,2,0,2,1.1729
"FBgn0036133",1300.01,2148.16,1562.16,2075.56,1501.67,1382.37,1306.49,1555.92
"FBgn0036134",2820.3178,3322.6766,2389.0435000173,2669.4526,2862.7833,2741.1592000345,2659.87360001014,2289.959378
"FBgn0036135",489.109,951.322,645.25,925.153,551.811,510.458,628.893,555.8
"FBgn0036136",1565.61,1997.56,1432.9,1846.59,1758.48,1466.54,1310.28,1935.61
"FBgn0036138",44.7578,2,3,3.70206,2,3,3,4
"FBgn0036139",13,17.012,11.0083,8,25.0441,30,18,30.0733
"FBgn0036141",2148.235,2217.5208,1688.2421,1745.4042,1937.9581,1733.105,1950.422,1592.882
"FBgn0036142",848.79847,1403.033,822.9132,1402.486,1022.854,272,593.2959,1044.022
"FBgn0036143",13,17.00000356751,14,72.0011,12,16.02639,12.0282,39.0261
"FBgn0036144",1167.3841,1388.6353,1304.96503,1843.4525,1550.276,1591.7062,1428.1375966,1942.654
"FBgn0036145",102.12,199.171,168,298.667,150.001,142,183.179,138
"FBgn0036146",46,100.242,72.15,139.193,62,67.5109,71.2062,52.1654
"FBgn0036147",3774.647,4841.985,3804.897,6164.688,4259.707,4317.895,4346.737,2969.963
"FBgn0036150",51,69,52,78,91,61,42,39
"FBgn0036152",445.391,623,518.027,588.314,757,898.248,529.868,787.247
"FBgn0036153",108.058,178.203,124,171,129,24,84,162.253
"FBgn0036154",9,6,4,10,2,10,6,3
"FBgn0036155",897.775,989.861,718.503,826.5781,910.818,860.545,761.939,892.738
"FBgn0036156",433.838,583.009,334.151,563.898,426,87,261,539.598
"FBgn0036157",17,21,60,129,32,23,27,13
"FBgn0036158",0,0,0,1,0,1,1,0
"FBgn0036159",1320.88,2175.36,1222.41,2308.7256,1564.45222,238.124,797,1505.82926
"FBgn0036160",697.541,1256.6,716.731,1402.08,810.288,136,452.288,768.197
"FBgn0036161",464.459,788.246,499.948,800.271,574.704,88,272.011,583.808
"FBgn0036162",1679,2928.98,1596.08,3313.95,1952.89,338.414,1158.05,1968.27
"FBgn0036165",13842.6304,21245.1282,16767.2207,13752.4269,21992.3401,14663.4,17846.2803,13096.602
"FBgn0036168",53.1846,49.0736,23.0626,66.0203,45,70,30,78.1129
"FBgn0036169",641.133,551.803,623.38,416.2843,527.364,447.4459,600.779,544.965
"FBgn0036170",2004.925,3251.287,1958.01,3939.429,2342.783,336.9599,1276.954,2278.482
"FBgn0036173",469.4706,638.026,533.2159,725.8815,552.0108,394.9857,460.3729,478.844
"FBgn0036176",0,0,0,0,0,0,0,0
"FBgn0036177",0,0,0,1,0,0,0,0
"FBgn0036178",0,1,1,0,2,1,1,1
"FBgn0036179",70.1024,96.4325,64.0638,72.0828,88.4,80.2749,73.1913,72.3528
"FBgn0036180",3770.028,5443.978,3319.01,5286.4217,4237.5388,2228.5843,2675.642,4698.5014
"FBgn0036181",26,27,14,9,23,26,21,47
"FBgn0036183",495.682,774.842,486.739,869.533,604.785,114,321.014,611.004
"FBgn0036184",450,461.39,330.048,405.164,424.102,321.014,351.572,360.183
"FBgn0036186",57,97.1778,63.4765,82.0047,109.225,81.185,86.4417,80
"FBgn0036187",219.0913,313.095,246.545,189.0679,283.7906,246.8148,215.558,201.1801
"FBgn0036188",299.817,361.429,298.084,347.437,331.966,297.593,282.118,328.893
"FBgn0036191",674.19,906.509,812.3987,756.7541,713.382,676.375,718.553,744.9542
"FBgn0036192",182.862,228.415,198.775,233.807,227.104,227.627,188.833,242.118
"FBgn0036193",257.8991,250.0599,225.4683,234.074,246.9998,280,224.1801,268.0004
"FBgn0036194",2865.83,2711.009,2819.108,2535.278,1587.429,2070.59,2017.13,1787.703
"FBgn0036195",11,17,16,23,6.999999,8.999996,10,5.999998
"FBgn0036196",2008.6235,4466.281,4327.9794,1934.4388,3324.2234,2738.4185,3301.1097,5143.603
"FBgn0036198",1041.98,1455.18,1078.51,1381.49,1349.81,1058.27,1107.41,992.044
"FBgn0036199",482.453,588.643,485.9857,451.348,561.1363,451.891,434.856,461.257
"FBgn0036202",1639.135,2318.366,1558.157,1421.322,1912.205,1448.586,1854.014,1392.978
"FBgn0036203",7,4,2,10,3,7,2,17
"FBgn0036204",301.29,510.538,267.677,554.038,352.826,55,195,315.506
"FBgn0036205",200.1837,118.1222,128,178.0009,143,266,116,346.272
"FBgn0036206",210,340.014,203.17,323.519,232.146,92.0391,97,321.206
"FBgn0036207",406.459,460,344.085,340.002,479.438,460,335.635,384.007
"FBgn0036208",181.703,259.429,216.9,184.38,322,361.537,316.957,155.259
"FBgn0036210",134.153,231.107,146.563,249.208,174.846,131.2,128,143.789
"FBgn0036211",1819.58117,1790.523,1432.512573,1866.9025,1446.923951,1458.9822,1431.768,1292.81808
"FBgn0036212",293.51194,404.031,252.6541,397.7621,318.3071,193.2731,207.6028,353.7015
"FBgn0036213",26009.881,28938.874,23292.396,27185.264,27265.519,30818.868,25166.153,26268.24
"FBgn0036214",1011.221,1473.875,840.714,1643.536,1134.263,238.9997,562.102,1135.643
"FBgn0036217",400.071,629.829,343.2,761.035,402,76.0014,227.321,417.187
"FBgn0036218",1428.726895047,2067.6205094,1217.5199615,2126.7748,1486.48300074944,345.1777,784.9141,1755.4744
"FBgn0036219",18,21,11,8,7,7,11,15
"FBgn0036220",0,0,0,1,2,1,0,3
"FBgn0036221",705.003,982.386,598.398,1090.342,696.107,197.0002,409,858.687
"FBgn0036222",1108.01,1664.21,997.979,1764.49,1182.97,203.002,638.378,1220.62
"FBgn0036224",401.0001,737.9042,422.2733,597.0071,524.914,142.0003,262.0684,592.1839
"FBgn0036225",24.0064,22,19,15,18,17,19,10
"FBgn0036226",11,3,1,3,9,1,0,5
"FBgn0036227",0,5,1,2,3,0,1,1
"FBgn0036228",0,0,0,2,0,0,1,0
"FBgn0036229",3.00068,4.00152,5.00111,8.00282,4.00146,1.00039,3.00084,5.00071
"FBgn0036230",27349.548,28657.435,25112.221,36080.9234,7665.79,7961.875,31000.372,4384.75
"FBgn0036232",4,1,4,1,2,3,3,1
"FBgn0036235",2,6,5,20,9,3,7,8
"FBgn0036236",279.52,419.797,242.385,414.712,267.474,40.4118,171.612,300.057
"FBgn0036237",1303.08,2106.19,1538.67,2054.26,1733.68,1677.24,1672.79,1745.41
"FBgn0036239",3028.977,4042.573,2907.77,3591.165,3452.631,2683.097,2872.435,3132.062
"FBgn0036240",354.0279,405.3682,303.1928,322.1015,567.3727,551.2238,340.06758,675.1355
"FBgn0036242",67,58,71,64,57,34.0301,55,23
"FBgn0036246",354.259,615,350,681,417.873,52,214,351.158
"FBgn0036248",713.145,935.432,634.108,792.965,787.137,761.882,640.562,853.072
"FBgn0036249",221.433,252.523,206.936,147.621,239.265,229.655,178.375,199.201
"FBgn0036250",28,33,12,36,21,4,11,33
"FBgn0036254",464.394,665.274,488.976,548.648,600.411,307.675,386.467,554.154
"FBgn0036255",191.71,228.646,185.152,216.312,209.188,212.092,182.678,201.568
"FBgn0036257",1702.8724,1569.0185,1382.2833,1395.473,1775.1374,2051.365,1448.1833,2239.924
"FBgn0036258",6461.12,7148.12,5376.58,6189.29,6819.74,7094.72,5800.37,5969.72
"FBgn0036259",176.295,251.48,162.3636,182.2752,182.4738,212.236,187.2064,156.2384
"FBgn0036260",35,54.0621,70,88,51,70,50,41
"FBgn0036262",26,11,2,21,12,44.0692,44,33.99999
"FBgn0036263",435.37735,461.142854,398.35209,375.716400442132,358.9832,383.948000185172,436.713,341.5257
"FBgn0036264",10,8,4,3,20,7,8,4
"FBgn0036266",201.736,243.311,169.716,251.092,192.573,174.972,163.497,215.56
"FBgn0036271",305.9729,467.734,367.161,452.9608,438.8767,442.3086,359.771,423.3692
"FBgn0036272",1815.8586,2427.9696,2046.332,2069.5076,2372.1542,1666.906,1841.3674,1569.3148
"FBgn0036273",277.0025377,351.0003,228.0479,486.0537,363.191,163.0145,262,361.0429
"FBgn0036274",49.2048,78,64,59,72.0143,65.1612,46,53
"FBgn0036277",303,373.478,258,329.12,319.013,234.197,260.1,283.198
"FBgn0036278",55,76,60,82,58.0008,48,58,79.009
"FBgn0036279",2568.8612,2356.8104,1739.731,2102.2099,3403.0897,3049.3174,1924.729,3760.4126
"FBgn0036282",119,476,308.268,490.147,233,190,266,149.014
"FBgn0036285",323.101,357.08,278.455,361.0023,271,365,297.1271,252.0209
"FBgn0036286",2418.3645,3363.7084,2088.6138,3333.6105,2687.797,1747.5922,1714.382,3156.9802
"FBgn0036287",287.2533,483.16,357.2044,366.317,501.95,320.7045,320.1009,366.857
"FBgn0036288",834.4421,1280.462,888.7923,1305.604,1204.197,1044.0037,752.1829,1558.418
"FBgn0036289",2930.24,1439.23,900.239,2724.73,6129.94,5265.63,1377.67,2569.43
"FBgn0036290",1756.6839,2104.2371,1749.6492,1971.7054,2010.3594,1964.1881,1746.5837,1891.7051
"FBgn0036291",343.6582,343.886,293.2404,331.4601,382.6946,290.9199,275.9732,370.3312
"FBgn0036292",302.825,311.117,212.033,249.8,263.391,274.382,204.089,269.857
"FBgn0036294",193.8892,264.931,201.8055,184.6814,216.818,163.4223,223.853,165.3488
"FBgn0036298",1826.6,2630.83,2044.33,1821.42,2581.56,2975.72,2123.21,2600.91
"FBgn0036299",3624.44,4651.06,3449.84,4274.34,4603.17,3630.35,3932,3340.56
"FBgn0036300",473.056,487.288,426.354,442.403,541.106,653.493,444.314,698.792
"FBgn0036301",401.759,505.337,402.169,430.379,423.42,370.578,369.271,376.606
"FBgn0036302",911.8,1112.83,822.144,1003.11767447,1022.859,989.425,937.335,1034.819
"FBgn0036305",2206.92712,2769.1187,2096.9251,2247.6668,2615.6919,1979.5611,2129.5503,2221.3378
"FBgn0036306",463.222,583.486,507.18,660.237,592.89,926.231,659.871,550.758
"FBgn0036309",1558.1411,1527.2404,1205.5005,1768.6857,1708.63,1285.26,1180.6168,1742.5445
"FBgn0036310",629.273,1139.22,620.476,1273.05,785.576,124.115,382.747,761.402
"FBgn0036311",2246.89,3856.4,2227.245,4245.22,2841.27,412,1492.644,2749.59
"FBgn0036314",718.631,975.79,604.609,737.219,821.257,796.295,769.303,785.11
"FBgn0036316",9111.089,8030.917,7558.061,6607.796,8970.969,9742.292,8280.651,9937.236
"FBgn0036317",1636.108,2151.734,1515.43700016251,1685.807,2043.8359,1703.93922073,1575.87900225574,1544.488
"FBgn0036318",2431.003,2641.832,2217.394,2791.282,2461.019,2513.039,2240.773,2803.227
"FBgn0036319",235.9643984,342.5698,276.270428,322.94548917,294.1583,255.9377,280.9999,233.9297
"FBgn0036320",35.0003,2,6,0,12,20.0987,1,30
"FBgn0036321",51,19,19,20,45,80.0009,27,100
"FBgn0036323",8485.29,4620.21,4248.15,4292.56,8014.67,9627.35,6164.89,8115.92
"FBgn0036324",19,46.00001,34.041,60,17,31.0004,31,19
"FBgn0036325",340.008,504.15,295,476,392,64,201,443.662
"FBgn0036327",279.228,408.255,233.809,440.249,280,107.001,161,387
"FBgn0036328",784.223,1249.8,758.759,1371.66,872.733,136,523.221,883.925
"FBgn0036329",1036.51,1803.49,955.271,1844.72,1194.27,209.037,658.509,1057.65
"FBgn0036330",19.139582,32.0847,23.1873,31.4413,17.9999612,14,16.999974428,25.99995
"FBgn0036331",251.1935,347.1138,220.5861,287.8629,280.99972,224.1894,222.9897,300.8737
"FBgn0036332",168.666,203.802,140.654,174.41,202,194.81,181.258,275.126
"FBgn0036333",1742.15,1600.15,1487.92,1663.52,1933.51,1893,1781.24,2083.04
"FBgn0036334",1384.58,2902.2,2008.72,1805.37,1608.48,1784.35,2172.05,1546.19
"FBgn0036335",302,483.67,373,447.769,341,323.319,372.143,258.8
"FBgn0036336",259.9999,312.883,222.3377,262.6744,204.8946,209,198.0001,235.95283755
"FBgn0036337",694.8937,923.4373,823.1826,1218.9604,918.4933,1353.797,939.18232,1346.1443
"FBgn0036340",2415.66,3118.05,2148.54,2292.08,2694.31,2471.62,2544.93,2205.83
"FBgn0036341",1111.303,1089.151,980.132,986.818,1052.356,1465.089,906.497,1727.667
"FBgn0036342",212.4382,279.0004,205.0003,259.3269,191.9998,188,180.0841,222.9998
"FBgn0036343",37,27,64,0,3,29,37,51
"FBgn0036345",531.071,880.618,583.051,1011.8,576,105,344.094,618.26
"FBgn0036346",690,1075.83,591.907,1237.02,785.094,142,423.02,817.218
"FBgn0036348",352,545,326.018,567.03,371.024,131,201.064,449
"FBgn0036349",1,0,1,0,0,1.00396,0,3
"FBgn0036350",47,72.22,34.4149,89.7408,61.1723,11,27.0417,64.0608
"FBgn0036351",2185.96,311.78,362.677,50.2592,3565.23,8856.54,1546.52,10175.2
"FBgn0036352",140.021,54,70.4663,26,239.053,300.545,198,92.3985
"FBgn0036353",1416.105,1997.19,1206.255,1852.651,1426.359,882.458,1025.154,1744.764
"FBgn0036354",1622.773,2259.0294,1556.751,2046.0098,1348.9607,527.0003,1042.00431,1660.5175
"FBgn0036356",185.0509,224.9995,171.9996,177.9996,184.0317,184.0454,171.9996,146.2281
"FBgn0036359",19,7,1,6.04358,6,28.0084,11,3
"FBgn0036360",305.256,191.089,159,205.019,258.14,341.007,202.036,472.945
"FBgn0036361",2,0,1,0,3,2,0,0
"FBgn0036362",3,2,1,3,2,3,0,3
"FBgn0036363",182.024,36,30,47,86.1111,395.556,61,262.543
"FBgn0036364",403,779.814,628.529,1253.17,654.899,1073.44,573.625,1548.57
"FBgn0036365",3622.056,6305.682,3828.703,5944.595,4419.415,2275.9277,3082.325,4489.399
"FBgn0036366",214.535,294.969,188.789,238.881,195.65,197.379,164.25,200.706
"FBgn0036367",138.003,150,139,122.253,125,110,148,51
"FBgn0036368",185.00001,452.3444,366.663,929.787201124,347.4399,372.99959,358.85297,317.06359
"FBgn0036369",1097.2367,2017.5136,1234.444,2159.744,1305.8686,357.3446,784.3552,1454.184
"FBgn0036372",2539.13,2283.33,2051.07,2027.21,2641.23,4394.87,2526.91,2516.31
"FBgn0036373",1416.422,1753.934,1395.264,1465.116,1799.627,2019.806,1644.809,1912.18
"FBgn0036374",1451.830537263,1898.931519,1433.127731,1514.1111,1727.473,1512.148551993,1631.025004,1506.2935
"FBgn0036376",2021.5887,2495.4775,1904.8089,2210.2623,2188.724,2240.508,1966.606,2044.4977
"FBgn0036377",86,465.543,374.662,471,155,164,242.308,127.236
"FBgn0036380",68.1538,284.002,227,976.664,45,155,243,143
"FBgn0036381",743,1622.21,1562.71,1693.62,908.447,784,1105.47,1472.67
"FBgn0036382",340.00047,738.2938,581.3942,295.99981,424.9655,551.472,499.0005,749.213
"FBgn0036386",391.054,486.208,348.399,385.15,452,401.014,326.186,401.147
"FBgn0036389",3096.687,3642.907,2971.35,3162.775,3751.781,4166.122,3325.976,4018.071
"FBgn0036390",1,4.03278,2.02776,8,0,4.02149,3,1
"FBgn0036391",234.0002,458.7573,314.3259,627.4905,301.1209,184.1608,334.0011,181.2378
"FBgn0036393",1,1,0,0,1,1,0,0
"FBgn0036394",0,2,0,2,2,0,3,1
"FBgn0036395",142.84,154.601,112,91,126.83,130.636,128.107,99
"FBgn0036396",100.264,142.399,100.016,103,139.17,132.656,92.8929,129.104
"FBgn0036397",407.478,483.4921,346.08454,415.9996,460.0825,367.0588,329.2261,435.346
"FBgn0036398",6235.179,7658.846,5573.686,6566.651,7120.046,5328.457,6714.414,6202.876
"FBgn0036402",2144.5023,2274.467,1805.9254,1922.4931,1867.994,1627.128,1695.8798,1779.295
"FBgn0036403",1992.33,3348.96,1896.05,3637.19,2245.77,366.717,1270.24,2237.1
"FBgn0036405",308.2520948895,406.807,281.8748,378.5574,321.8128,289.912,307.198000014662,337.3669
"FBgn0036406",140.876,190.593,141.138,155.525,172.396,152.088,142.269,150.434
"FBgn0036410",1300.397,1079.7494,1174.4997,827.46009,1286.3416551,2222.311,1282.360572028,2790.039
"FBgn0036411",24,51.0094,29,26,46,56,40,112
"FBgn0036414",10,15,5,20.99999,11,8,7.000002,12
"FBgn0036415",2107.723,3286.378,1721.144,3209.184,2279.287,602.4044,1241.216,2965.606
"FBgn0036416",59,56.0006,35,62,59.018,28483.9,52.1906,50253
"FBgn0036417",33.99999,27.05044,18.0105,34.0048,31,22304.42,26,35857.055
"FBgn0036419",584.837,215,250.255,208,440.976,765.242,144.55,730.69
"FBgn0036421",298.5048,455,267,440.612,348.402,97,197.3403,405.003
"FBgn0036422",162.012,194.107,117.09,178,92,67.015,142,103.001
"FBgn0036423",156.0896,231.2147,147.0001,230.1392,192.4617,71.0872,118,224.0026
"FBgn0036426",160,242,136,260.026,170,36,97,163
"FBgn0036427",13.0458,16,12,10,30,23,18.0742,8
"FBgn0036428",4858.298,3908.323,5035.737,4471.21,4843.508,8963.98,6041.607,4674.89
"FBgn0036433",2291.6,4158.712,2776.8914,3828.902,3669.5276,2459.9046,2775.1707,2357.2454
"FBgn0036436",817.934,2113.83,1408.54,918.15,3769.44,3694.43,910.751,4565.49
"FBgn0036437",2458.7,3388.57,1871.71,3543.28,2079.57,565.93,1298.2,2449.13
"FBgn0036438",938.912,1434.12,900.822,1662.46,927.034,200,557.463,1016.91
"FBgn0036439",40.122,48,26,43,36,11,21,38
"FBgn0036440",7,8,8,18.99995,10,4,3.000005,2.999997
"FBgn0036441",809.603,1043.75,624.465,1252.7,724.721,188,393.114,868.111
"FBgn0036442",296.051,514.924,350.309,656.64,411.519,59,235.615,374.774
"FBgn0036443",517.081,854.514,458.477,790.049,519.283,129.139,324.021,674
"FBgn0036446",1340.839,1572.31,1208.796,1120.411,1565.488,1415.096,1212.922,1411.027
"FBgn0036447",55,75.0629,53.1726,90.2528,67,25.122,39.0907,90
"FBgn0036448",4679.48,4614.47,3877.01,4057.83,4643.78,5401.23,4465.01,5213.43
"FBgn0036449",990.049,1306.165,1766.958,1734.53,1839.709,2877.363,2196.251,2190.243
"FBgn0036450",1190.34,1473.29,1222.3,1237.71,1366.16,1272.96,1334.43,1093.81
"FBgn0036451",3205.902,4112.009,3249.835,3203.827,3732.148,3675.366,3319.423,3408.441
"FBgn0036454",994.152,1384.29,992.56668,3258.22291,1152.49339,820.00492,945.253,833.086
"FBgn0036459",10,12,10,9.03227,11,3,10,8
"FBgn0036460",547.7165,771.3859,560.00028,627.89877,603.624,441.36215,413.192,508.07244
"FBgn0036461",880.542,531.9818,501.249,517.1914753,759.517,791.132347344,458.936,698.175
"FBgn0036462",713.468,1193.91,845.85,1005.41,823.968,852.644,872.671,728.462
"FBgn0036463",1811.99,2362.87,1869.509,1631.896,2266.987,1719.814,1824.065,1373.11
"FBgn0036465",594.823,1089.01,620.439,1117.2,672.257,141.312,401.207,776.035
"FBgn0036466",1,1,1,0,1,0,0,1
"FBgn0036467",24.1282,1,0,1,9,29.0618,0,48.1484
"FBgn0036468",17,1,0,0,2,0,0,0
"FBgn0036469",36.99996,41,25,44.99999,29,9,21,30.00001
"FBgn0036470",54,84,57.0294,79.0545,59,23,27,83.1053
"FBgn0036471",2,0,0,0,2,2,2,0
"FBgn0036474",19,15,8,7,9,9.01907,11,8
"FBgn0036476",808.244,875.683,623.731,827.078,846.575,608.065,664.906,723.871
"FBgn0036479",155,583.201,394.051,628.237,292.381,300,307.304,262.073
"FBgn0036480",1118.871,1272.656,967.2288,1030.0012,1152.494,577.0461,838.1139,962.3742
"FBgn0036481",609.0338,788.7679,521.27548,596.3728,785.8467,491.1723,583.5919,341.00233
"FBgn0036482",1028.716,1600.67,865.434,1513.462,1179.536,210.0397,613.012,1395.547
"FBgn0036483",965.518,1136.598,842.017,783.189,1015.332,985.756,841.241,950.036
"FBgn0036484",2166.52,2449.066,1680.026,2058.287,2041.186,1527.952,1504.282,2177.712
"FBgn0036485",279.5948,444.1486,340.7983,331.4027,349.8516,249,317.3764,264.077
"FBgn0036486",831.722,860.927,627.653,624.626,616.153,457.094,584.667,666.712
"FBgn0036487",1110.07,1193.02,962.144,1053.97,1058.34,1052.38,922.856,1031.24
"FBgn0036488",614.813,1115.47,706.492,992.272,681.079,418.065,569.77,770.643
"FBgn0036489",577.512,628.13,493.361,553.486,659.056,713.655,557.615,679.276
"FBgn0036490",612.739,957.179,540.912,985.78,634,150,371.467,743.02
"FBgn0036491",101.069,165.111,81.6785,174.446,97.3501,44,52.3846,138
"FBgn0036492",160.042,284,162.544,225.559,184.653,91,85.6154,310.041
"FBgn0036493",1428.7242,1661.0868,1604.0721,2561.619,1351.4151,1693.8723,1758.9576,1411.391
"FBgn0036494",368.001800099123,606.158733,404.2876170823,416.001265732,507.146930623,399.056587066676,370.0001,360.9997
"FBgn0036495",0,0,0,1,0,1,0,0
"FBgn0036496",513.2,1042.794,513.073,957.833,619.236,216.9995,296.1011,834.385
"FBgn0036497",864.697,1343.83,757.511,1430.99,968.419,175,521.586,1034.14
"FBgn0036498",832,1295.07,715.413,1252.49,805,245,407,1094.41
"FBgn0036499",160.109,293,94,236.134,251,34,106.576,196
"FBgn0036500",428,558.16,406.267,457.52,487.673,378,377.194,424.097
"FBgn0036501",553.283,589.833,496.17,584.819,545.368,481.959,402.872,328.732
"FBgn0036502",1007.098,1813.569,1132.712,1521.954,1242.415,627.514,765.784,1457.108
"FBgn0036503",1,1,0,3,2,2,0,3
"FBgn0036504",135.881,240.821,121.688,220.023,156.477,56.1412,87.399,191.72
"FBgn0036505",2052.542,2629.582,1911.913,2482.066,2177.42,2240.99,1781.875,2431.729
"FBgn0036509",1646.4,1773.33,1485.45,1483.61,1852.64,2004.72,1464.07,2057.11
"FBgn0036510",1265.6893,1640.7347,1144.3863,1539.4405,1349.3968,1015.0004,1044.8215,1377.0618
"FBgn0036512",2199.68,3273.22,2056.12,3174.86,2601.71,1385.9,1569.17,2716.66
"FBgn0036514",323.072,428.651,307.002,279,403.111,306,295.581,347
"FBgn0036515",1054.611,1357.89,1049.893,1207.824,1317.173,1207.949,971.895,1185.182
"FBgn0036516",2515.3843,2647.273,1906.243,2397.129,2254.58,2256.368,1916.066,2561.673
"FBgn0036518",4311.98,5370.9646,4384.08021,3874.8297,5096.830504,5184.26582,5023.903341553,4985.476
"FBgn0036519",654.631,842.814,608.206,755.567,756.213,542.192,634.502,660.757
"FBgn0036520",430.005,626.027,355.1945,646,451.385,141.0003,268.9998,583.0179
"FBgn0036522",2058.53,1904.26,1520.83,1521.66,1622.56,1926.84,1673.79,1350.92
"FBgn0036527",1,0,2,0,1,7,0,32
"FBgn0036528",0,0,7,0,0,5,0,13
"FBgn0036529",496.502,222.13,268.414,221.58,603.24,852.578,231.728,572.009
"FBgn0036531",14,27,14,21,17,9,9,23
"FBgn0036532",6,8,16.0387,8,4,2.0039,4.01229,9
"FBgn0036534",8369.43,9653.499,8011.64,7702.408,10450.522,9391.055,9010.837,8324.288
"FBgn0036536",161.409,232.695,134.908,206.778,149.751,120.62,115.643,195.11
"FBgn0036537",1610.9073,1875.9733,1595.2026,1658.9335,1751.8101,1854.8673,1683.1619,1845.9321
"FBgn0036538",1188.865,1337.089,1040.77,1323.011,1191.98,1165.636,1141.229,1266.613
"FBgn0036544",693.352,784.152,573.28956329972,567.0404,798.522000810894,621.0414,581.00100206723,598.221
"FBgn0036545",332.6519,434.2793,342.2564,450.0451,365.0984,336.0906,353.2997,280.4591
"FBgn0036546",954.708,1303.845,906.105,1139.933,988.383,884.9782,955.204,1058.84
"FBgn0036547",2010.148,2648.239,2361.379,1995.176,1954.92,1776.092,2928.618,1122.139
"FBgn0036549",4935.62,3645.68,3727.85,3544.69,5980.86,6885.42,3667.89,6517.36
"FBgn0036550",182.5,119,127,189,102,159.145,107,149
"FBgn0036551",572.1767,386.6644,365.4684,372.6053,565.9101,813.5217,393.7467,560.7576
"FBgn0036552",53.1682,115.0122,102,115.4119,47.4031,84,141.1588,69
"FBgn0036553",492.886,447.28,471.479,542.739,420.828,665.392,414.188,748.831
"FBgn0036556",1968.001,2146.5364,1745.142,1933.443,2116.472,1976.036,1977.7602,1972.8047
"FBgn0036557",491.566,900.55,651.911,840.918,581.036,613.522,603.414,538.952
"FBgn0036560",25.99999,31,25,95,33,23.0000000310478,18,15
"FBgn0036563",50,30.2196,19.2187,15.1252,25,80.8195,5.04595,99.1292
"FBgn0036565",368.2102,276.2477,253,177.9996,187.0817,218.1152,245.0014,221.0966
"FBgn0036566",2761.955,3058.34,2455.949,2577.545,3110.679,3398.552,2530.981,3777.555
"FBgn0036567",29.8538,46.2904,34.215,39.6128,36.1265,29.0439,23.0853,54.5627
"FBgn0036568",435.003,903.579,489.53,834.635,538.493,250.05,290.075,799.054
"FBgn0036569",250.303,453.877,347.85,300.855,297.073,281.696,300,228.76
"FBgn0036570",402.252,454.174,328.33,354.701,371.927,368.002,350.428,372.4
"FBgn0036571",751.206,823.249,632.2745,633.786,773.707,767.0859,652.691,840.131
"FBgn0036574",482.3825,556.7229,393.5907,393.7424,520.489,445.1461,418.5233,441.872
"FBgn0036575",20.6179,12.4029,13.6037,20.7322,23.5108,25,14.5378,54.1282
"FBgn0036576",4076.2541,3745.2162,3373.9816,2538.6146,3758.6868,4974.2824,3796.106,3919.8954
"FBgn0036577",49.3133,70.3897,64.0534,40,63.146,59.6863,64.0475,50.0364
"FBgn0036579",710.476,883.396,712.72,795.373,848.342,690.236,618.394,734.651
"FBgn0036580",806.726,997.198,830.68,895.659,940.432,967.813,878.826,898.698
"FBgn0036581",530.6918,599.423,457.976,480.1444,546.391,643,450.271,522.0876
"FBgn0036583",131.0207,487,336.5768,448.198,244.2654,245.0015,343.2465,223.0001
"FBgn0036584",49,47,33,47,16,520.018,57,12
"FBgn0036585",511.676,1564.09,1324.91,9529.89,156.346,305.082,952.661,70.2704
"FBgn0036586",80.011,97,22,94.0064,29,5,72.2227,3
"FBgn0036587",1597.247,1873.726,1645.867,1508.362,1846.396,1666.027,1768.356,1659.846
